Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI,Bottom
871,2.322148,4.24615,3.59E-04,3.854588,3.34E-02,0.000358504
873,2.313156,4.242137,4.01E-04,3.818243,0.0307964,0.00040135
875,2.306342,4.21018,4.35E-04,3.795998,2.82E-02,0.000434877
877,2.300216,4.150731,6.00E-04,3.793931,2.55E-02,0.000599527
879,2.292378,4.176964,6.85E-04,3.761114,2.35E-02,0.000684697
881,2.280844,4.14802,6.16E-04,3.736542,2.37E-02,0.00061569
883,2.271358,4.145078,5.83E-04,3.697237,2.36E-02,0.00058273
885,2.27767,4.145096,5.50E-04,3.610204,2.34E-02,0.000549769
887,2.283982,4.145718,5.17E-04,3.597045,2.33E-02,0.000516809
889,2.290816,4.163046,4.84E-04,3.611933,0.0232365,0.000483848
891,2.286924,4.179081,4.51E-04,3.631755,2.31E-02,0.000450888
893,2.272373,4.190969,4.18E-04,3.656543,2.30E-02,0.000417927
895,2.25935,4.210226,3.85E-04,3.740298,2.29E-02,0.000384967
897,2.274542,4.446886,3.52E-04,3.622115,2.36E-02,0.000352007
899,2.318305,4.540761,3.19E-04,3.637099,2.46E-02,0.000319046
901,2.321186,4.56183,2.87E-04,3.678625,2.54E-02,0.00028656
903,2.3241,4.581178,2.54E-04,3.710964,2.57E-02,0.000254075
905,2.326286,4.600954,2.43E-04,3.712904,2.68E-02,0.000242703
907,2.329253,4.61887,2.31E-04,3.714504,2.71E-02,0.000231332
909,2.332224,4.636101,2.20E-04,3.707815,2.75E-02,0.000219961
911,2.331614,4.655679,2.09E-04,3.72687,2.79E-02,0.000208589
913,2.327151,4.673939,1.97E-04,3.727767,2.81E-02,0.000197218
915,2.322951,4.690007,1.86E-04,3.725951,2.84E-02,0.000185847
917,2.318751,4.707471,1.74E-04,3.725123,2.87E-02,0.000174475
919,2.31455,4.710958,1.63E-04,3.72528,2.88E-02,0.000163104
921,2.310331,4.649774,1.52E-04,3.79979,2.89E-02,0.000151733
923,2.306112,4.563913,1.40E-04,3.778275,0.0297507,0.000140361
925,2.301869,4.474413,1.29E-04,3.75676,3.15E-02,0.00012899
927,2.306619,4.402395,1.18E-04,3.710423,3.31E-02,0.000117619
929,2.320342,4.352583,1.06E-04,3.704593,3.48E-02,0.000106248
931,2.446524,4.345179,8.87E-05,3.694607,3.48E-02,8.8699E-05
933,2.581181,4.271077,7.12E-05,3.720254,3.48E-02,7.11505E-05
935,2.611578,4.239392,5.78E-05,3.791786,3.45E-02,5.77965E-05
937,2.641958,4.461593,5.65E-05,3.800582,3.40E-02,5.65366E-05
939,2.714283,4.655013,5.52E-05,3.826113,3.39E-02,5.51954E-05
941,2.715328,4.649352,4.89E-05,3.795866,3.19E-02,4.88796E-05
943,2.731873,4.59526,4.63E-05,3.719414,3.28E-02,4.63113E-05
945,2.746994,4.556925,4.58E-05,3.761008,2.89E-02,4.57572E-05
947,2.757058,4.518589,4.52E-05,3.778718,3.08E-02,4.52031E-05
949,2.76693,4.480255,4.48E-05,3.784045,3.27E-02,4.47718E-05
951,2.783556,4.430231,4.42E-05,3.824352,3.73E-02,4.4233E-05
953,2.785445,4.375127,4.31E-05,3.842744,3.43E-02,4.31209E-05
955,2.785915,4.323318,4.18E-05,3.844446,3.43E-02,4.18257E-05
957,2.783849,4.351387,4.20E-05,3.869718,3.68E-02,4.2026E-05
959,2.782309,4.382017,4.20E-05,3.873372,3.68E-02,4.20395E-05
961,2.781614,4.386062,4.21E-05,3.871879,3.69E-02,4.21324E-05
963,2.782365,4.39691,4.15E-05,3.86801,3.69E-02,4.14841E-05
965,2.783586,4.41457,4.13E-05,3.87253,0.0367685,4.13324E-05
967,2.779483,4.43225,0,3.870625,2.62E-02,0
969,2.77578,4.424414,0,3.879301,2.56E-02,0
971,2.772508,4.419762,0,3.910277,2.50E-02,0
973,2.767886,4.394302,0,3.964829,2.44E-02,0
975,2.75891,4.386919,0,3.976081,2.35E-02,0
977,2.737996,4.369524,0,3.915225,2.93E-02,0
979,2.719995,4.352061,0,3.942493,2.89E-02,0
981,2.711264,4.334445,0,3.929719,0.0286384,0
983,2.703491,4.316655,0,3.917814,2.83E-02,0
985,2.696923,4.298942,0,3.910325,2.93E-02,0
987,2.691543,4.265758,0,3.903291,3.23E-02,0
989,2.6853,4.231928,0,3.889323,3.40E-02,0
991,2.678956,4.208377,0,3.849259,3.57E-02,0
993,2.665479,4.24081,0,3.899791,3.66E-02,0
995,2.652142,4.275391,0,3.945947,3.62E-02,0
997,2.638946,4.28951,0,3.951225,3.58E-02,0
999,2.626253,4.266409,0,3.991555,3.49E-02,0
1001,2.615112,4.280002,0,3.966606,3.42E-02,0
1003,2.602782,4.301604,0,3.941444,3.38E-02,0
1005,2.593002,4.301375,0,3.942032,3.37E-02,0
1007,2.580633,4.288516,8.54E-06,3.932448,3.35E-02,8.54395E-06
1009,2.565674,4.304069,8.54E-06,3.919639,0.0298259,8.54395E-06
1011,2.549622,4.363875,8.54E-06,3.886746,2.60E-02,8.54395E-06
1013,2.536361,4.398788,8.54E-06,4.004935,2.21E-02,8.54395E-06
1015,2.525892,4.429775,8.54E-06,3.998685,1.87E-02,8.54395E-06
1017,2.515423,4.430076,8.54E-06,3.997018,1.85E-02,8.54395E-06
1019,2.502791,4.450758,8.54E-06,3.991294,1.83E-02,8.54395E-06
1021,2.487996,4.469471,8.54E-06,3.981512,0.0180576,8.54395E-06
1023,2.467195,4.489624,8.54E-06,3.885881,1.85E-02,8.54395E-06
1025,2.441632,4.509635,8.54E-06,3.767746,2.11E-02,8.54395E-06
1027,2.411307,4.529623,8.54E-06,3.765748,2.37E-02,8.54395E-06
1029,2.374455,4.551733,8.54E-06,3.800345,2.63E-02,8.54395E-06
1031,2.343435,4.580147,8.54E-06,3.833066,3.09E-02,8.54395E-06
1033,2.322455,4.652683,8.54E-06,4.000243,3.09E-02,8.54395E-06
1035,2.300783,4.639209,8.54E-06,4.011934,3.18E-02,8.54395E-06
1037,2.275876,4.657864,8.54E-06,4.020607,3.16E-02,8.54395E-06
1039,2.248425,4.650487,8.54E-06,4.029061,3.18E-02,8.54395E-06
1041,2.213139,4.657791,8.54E-06,4.037106,3.17E-02,8.54395E-06
1043,2.125754,4.636208,8.54E-06,3.950299,2.91E-02,8.54395E-06
1045,2.08481,4.637695,8.54E-06,3.924731,3.02E-02,8.54395E-06
1047,2.048724,4.635447,8.54E-06,3.868456,3.00E-02,8.54395E-06
1049,2.006782,4.636764,8.54E-06,3.859989,2.97E-02,8.54395E-06
1051,1.957923,4.643439,8.54E-06,3.820319,2.94E-02,8.54395E-06
1053,1.894817,4.63309,8.54E-06,3.76455,2.81E-02,8.54395E-06
1055,1.836045,4.518728,8.54E-06,3.79396,0.02676,8.54395E-06
1057,1.781873,4.488111,8.54E-06,3.827152,2.54E-02,8.54395E-06
1059,1.733429,4.486637,8.54E-06,3.84898,2.51E-02,8.54395E-06
1061,1.68869,4.47927,8.54E-06,3.863988,2.60E-02,8.54395E-06
1063,1.646292,4.46597,8.54E-06,3.878439,2.60E-02,8.54395E-06
1065,1.577727,4.378812,8.54E-06,3.802021,2.53E-02,8.54395E-06
1067,1.544426,4.390542,8.54E-06,3.721337,2.26E-02,8.54395E-06
1069,1.565265,4.430774,8.54E-06,3.611772,2.44E-02,8.54395E-06
1071,1.573352,4.453895,8.54E-06,3.599581,2.57E-02,8.54395E-06
1073,1.574604,4.231314,8.54E-06,3.583975,2.56E-02,8.54395E-06
1075,1.600156,4.25759,8.54E-06,3.574855,2.55E-02,8.54395E-06
1077,1.60017,4.321303,8.54E-06,3.606085,2.54E-02,8.54395E-06
1079,1.596297,4.326379,8.54E-06,3.614104,2.53E-02,8.54395E-06
1081,1.598302,4.370721,8.54E-06,3.621825,2.66E-02,8.54395E-06
1083,1.601073,4.449252,8.54E-06,3.63213,2.62E-02,8.54395E-06
1085,1.603894,4.490668,8.54E-06,3.627688,2.58E-02,8.54395E-06
1087,1.606712,4.493697,3.07E-03,3.622354,2.95E-02,0.00306656
1089,1.608974,4.496549,3.06E-03,3.606413,3.82E-02,0.003055717
1091,1.611493,4.506267,3.05E-03,3.5982,3.79E-02,0.003045407
1093,1.614285,4.525312,3.04E-03,3.592171,3.75E-02,0.003036751
1095,1.616782,4.537563,3.03E-03,3.592181,3.85E-02,0.00302824
1097,1.592661,4.566638,3.02E-03,3.581171,3.69E-02,0.003016452
1099,1.538458,4.563582,3.00E-03,3.575497,3.52E-02,0.003003812
1101,1.525101,4.554544,2.99E-03,3.572348,3.51E-02,0.002992098
1103,1.511496,4.538859,2.98E-03,3.569715,3.49E-02,0.002978034
1105,1.498386,4.522995,2.98E-03,3.567591,3.48E-02,0.002977806
1107,1.485618,4.513832,2.98E-03,3.570008,3.40E-02,0.002978805
1109,1.473525,4.488531,2.98E-03,3.570225,0.0316467,0.002977206
1111,1.465035,4.456594,2.98E-03,3.53709,2.59E-02,0.002981168
1113,1.46017,4.494345,2.98E-03,3.479139,2.24E-02,0.002984575
1115,1.456378,4.48648,2.99E-03,3.421196,2.29E-02,0.002989196
1117,1.451687,4.358271,2.99E-03,3.405697,2.34E-02,0.002992334
1119,1.452681,4.296879,2.99E-03,3.412408,2.37E-02,0.002993467
1121,1.459358,4.18729,4.43E-03,3.439624,2.40E-02,0.004430921
1123,1.464372,4.217068,6.58E-03,3.468559,2.43E-02,0.006577727
1125,1.469232,4.241765,6.30E-03,3.493225,2.46E-02,0.006297179
1127,1.46494,4.242144,3.00E-03,3.426,1.76E-02,0.002997522
1129,1.451674,4.241349,3.00E-03,3.410276,1.81E-02,0.002999897
1131,1.326902,4.238446,3.00E-03,3.411594,1.92E-02,0.00300352
1133,1.192263,4.234962,3.01E-03,3.446777,2.10E-02,0.003005906
1135,1.161879,4.233664,3.02E-03,3.483067,2.06E-02,0.003023397
1137,1.131509,4.219661,3.06E-03,3.491673,2.32E-02,0.003057856
1139,1.058974,4.296562,3.09E-03,3.418237,2.40E-02,0.003092055
1141,1.062992,4.391974,3.11E-03,3.434623,2.48E-02,0.003106127
1143,1.067011,4.408138,3.10E-03,3.452452,2.56E-02,0.003100223
1145,1.080107,4.362255,3.09E-03,3.417917,2.64E-02,0.003094288
1147,1.094365,4.320159,2.99E-03,3.428693,2.72E-02,0.002987588
1149,1.108119,4.283963,2.88E-03,3.439091,2.80E-02,0.002880481
1151,1.117045,4.257609,2.77E-03,3.519199,2.91E-02,0.002773487
1153,1.183024,4.233763,2.67E-03,3.546277,3.07E-02,0.002666658
1155,1.1832,4.210005,2.56E-03,3.561124,3.13E-02,0.002559812
1157,1.185803,4.178406,2.48E-03,3.580652,0.0313645,0.002479092
1159,1.19858,4.225709,2.43E-03,3.600944,3.05E-02,0.002425152
1161,1.206361,4.224062,2.37E-03,3.547383,2.99E-02,0.002371219
1163,1.21121,4.198906,2.32E-03,3.436797,2.93E-02,0.002317307
1165,1.218094,4.181605,2.27E-03,3.536312,2.89E-02,0.002268123
1167,1.250163,4.136823,2.22E-03,3.421492,2.92E-02,0.002223418
1169,1.26858,4.104761,2.18E-03,3.440858,2.94E-02,0.002178836
1171,1.297783,4.115925,2.13E-03,3.453312,2.89E-02,0.002133931
1173,1.339553,4.119239,2.09E-03,3.460897,2.80E-02,0.002089181
1175,1.363563,4.122087,2.04E-03,3.466966,2.80E-02,0.002043734
1177,1.387637,4.115765,2.00E-03,3.471584,2.80E-02,0.001998098
1179,1.400451,4.098287,2.00E-03,3.491205,3.45E-02,0.001997387
1181,1.400321,4.060451,2.00E-03,3.50493,3.60E-02,0.00199622
1183,1.400422,4.008694,2.00E-03,3.521602,3.66E-02,0.001995054
1185,1.402771,3.96309,1.99E-03,3.512399,3.69E-02,0.001993462
1187,1.403783,3.966639,1.99E-03,3.533873,3.68E-02,0.001987118
1189,1.404846,3.965861,2.01E-03,3.46657,3.67E-02,0.002007811
1191,1.404838,3.964546,0.0020552,3.530748,3.64E-02,0.0020552
1193,1.405177,3.961535,2.10E-03,3.537688,3.66E-02,0.002102526
1195,1.410194,3.962208,2.19E-03,3.559364,3.91E-02,0.002190541
1197,1.412565,3.995265,2.28E-03,3.569377,4.07E-02,0.002278534
1199,1.411711,4.010636,2.37E-03,3.555852,4.10E-02,0.002366497
1201,1.409694,4.026548,2.45E-03,3.540034,4.13E-02,0.002454475
1203,1.409254,4.042533,2.54E-03,3.536258,4.18E-02,0.002542425
1205,1.410923,4.024823,2.63E-03,3.540317,4.28E-02,0.002630352
1207,1.412591,4.000379,2.72E-03,3.559471,4.39E-02,0.002718139
1209,1.419409,4.05934,2.88E-03,3.568879,4.53E-02,0.002883072
1211,1.420582,4.105255,3.05E-03,3.530532,3.93E-02,0.003047843
1213,1.421755,4.124582,3.21E-03,3.480233,0.0416596,0.003212515
1215,1.422928,4.174907,3.38E-03,3.482731,0.0464537,0.00337782
1217,1.424125,4.197754,3.54E-03,3.488774,4.68E-02,0.003542714
1219,1.429087,4.21823,3.71E-03,3.494957,4.76E-02,0.003707765
1221,1.431333,4.228022,3.87E-03,3.509911,4.83E-02,0.003872956
1223,1.438053,4.251591,4.02E-03,3.573797,4.87E-02,0.004018485
1225,1.441937,4.260304,4.14E-03,3.604525,4.81E-02,0.004144325
1227,1.444719,4.274761,4.27E-03,3.600685,4.48E-02,0.004270125
1229,1.446278,4.283524,4.40E-03,3.591249,4.15E-02,0.004395722
1231,1.447837,4.224948,4.52E-03,3.586209,3.82E-02,0.004521134
1233,1.445184,4.206876,4.65E-03,3.577207,3.72E-02,0.004646429
1235,1.444451,4.202593,4.74E-03,3.569536,3.66E-02,0.004741122
1237,1.445865,4.196203,8.61E-03,3.555969,3.53E-02,0.008605288
1239,1.449182,4.202319,8.41E-03,3.646331,3.44E-02,0.008410824
1241,1.458619,4.223984,8.24E-03,3.694579,3.42E-02,0.008242051
1243,1.470073,4.277084,8.07E-03,3.665576,3.81E-02,0.008069348
1245,1.483057,4.303282,7.89E-03,3.669399,4.43E-02,0.007892713
1247,1.493556,4.333816,7.73E-03,3.684858,4.42E-02,0.007725369
1249,1.497362,4.355116,7.54E-03,3.69684,4.41E-02,0.007544319
1251,1.501605,4.267392,6.78E-03,3.620881,4.39E-02,0.006780616
1253,1.505899,4.230184,5.57E-03,3.586873,4.36E-02,0.005571262
1255,1.510231,4.23512,5.57E-03,3.58842,4.24E-02,0.005571104
1257,1.514334,4.235789,4.96E-03,3.593756,4.33E-02,0.004963982
1259,1.51578,4.237663,4.36E-03,3.615791,4.31E-02,0.004356735
1261,1.515854,4.243454,3.75E-03,3.708458,4.30E-02,0.003749521
1263,1.51592,4.251664,3.72E-03,3.690308,4.28E-02,0.003721528
1265,1.527163,4.282172,4.01E-03,3.65351,4.27E-02,0.004010528
1267,1.530358,4.305764,4.36E-03,3.679473,4.28E-02,0.004358113
1269,1.492179,4.294109,4.76E-03,3.664256,4.26E-02,0.004762055
1271,1.45416,4.286121,5.17E-03,3.574905,4.23E-02,0.005167673
1273,1.416644,4.281907,5.25E-03,3.567959,4.31E-02,0.005246894
1275,1.380987,4.280013,3.86E-03,3.573599,4.75E-02,0.003860414
1277,1.371778,4.283411,3.86E-03,3.579832,5.21E-02,0.003863244
1279,1.363337,4.291893,3.87E-03,3.445615,5.65E-02,0.003865649
1281,1.354052,4.382907,3.87E-03,3.452357,5.62E-02,0.003870633
1283,1.362691,4.916348,6.05E-03,3.544904,5.20E-02,0.00604848
1285,1.372621,4.970444,6.51E-03,3.604785,0.0485894,0.006505703
1287,1.384226,5.026652,6.89E-03,3.610746,5.22E-02,0.006892483
1289,1.487301,5.074863,7.51E-03,3.787345,5.32E-02,0.007512175
1291,1.572776,5.082703,7.76E-03,3.849304,5.80E-02,0.007764918
1293,1.609553,5.082713,8.02E-03,3.911263,5.81E-02,0.008015665
1295,1.643188,5.089434,8.68E-03,3.973387,5.82E-02,0.008675386
1297,1.684557,5.112659,9.53E-03,4.011614,5.08E-02,0.009527425
1299,1.726768,5.138886,1.06E-02,4.037145,5.02E-02,0.01056121
1301,2.07546,5.159366,1.18E-02,4.066731,4.96E-02,0.01179502
1303,2.122409,5.176539,1.25E-02,4.091748,5.13E-02,0.01253831
1305,2.169141,5.19064,1.28E-02,4.109868,5.34E-02,0.01279107
1307,2.215791,5.200543,1.36E-02,4.115703,0.0554544,0.01359524
1309,2.261774,5.210551,1.44E-02,4.118177,4.50E-02,0.01439941
1311,2.307746,5.219373,9.45E-03,4.117295,4.59E-02,0.009451195
1313,2.315648,5.246285,6.56E-03,4.108545,4.22E-02,0.006558834
1315,2.322314,5.274905,4.04E-03,4.09979,4.25E-02,0.004041979
1317,2.32861,5.290561,2.90E-03,4.091231,4.27E-02,0.002902961
1319,2.329221,5.306305,2.27E-03,4.079496,4.29E-02,0.002266448
1321,2.334644,5.389482,2.13E-03,4.064583,3.82E-02,0.002132438
1323,2.337301,5.402136,2.00E-03,4.144413,3.88E-02,0.001998428
1325,2.327557,5.375612,1.86E-03,4.146917,3.94E-02,0.001864419
1327,2.325926,5.356017,1.73E-03,4.149398,4.01E-02,0.001730409
1329,2.320081,5.362995,1.60E-03,4.151879,4.09E-02,0.001596399
1331,2.308739,5.371035,1.46E-03,4.134343,3.89E-02,0.00146239
1333,2.303183,5.379302,1.33E-03,4.040394,3.68E-02,0.00132838
1335,2.290403,5.392083,1.23E-03,4.034212,3.53E-02,0.001228751
1337,2.284119,5.400108,1.16E-03,4.019906,3.43E-02,0.001163502
1339,2.274732,5.415275,1.10E-03,4.014841,3.34E-02,0.001098252
1341,2.262912,5.437296,1.18E-03,4.009645,3.25E-02,0.00118223
1343,2.247828,5.442335,1.30E-03,4.004316,3.28E-02,0.001302544
1345,2.226954,5.444921,1.54E-03,3.998509,3.58E-02,0.001538182
1347,2.210469,5.448051,1.89E-03,4.05108,3.76E-02,0.001892425
1349,2.194505,5.449564,1.89E-03,4.116224,3.97E-02,0.001892616
1351,2.176691,5.451193,1.89E-03,4.173658,4.21E-02,0.001892127
1353,2.116562,5.447598,1.89E-03,4.155849,4.40E-02,0.001892248
1355,2.127175,5.447506,1.89E-03,4.150086,0.0435208,0.001892368
1357,2.13223,5.446631,2.22E-03,4.138885,4.32E-02,0.002217451
1359,2.123992,5.396408,2.87E-03,4.117335,2.48E-02,0.002867548
1361,2.137397,5.337142,2.83E-03,4.305149,2.66E-02,0.002825401
1363,2.152022,5.318877,2.68E-03,4.360014,2.79E-02,0.002684448
1365,2.162613,5.298584,2.43E-03,4.403997,3.93E-02,0.002426108
1367,2.140729,5.262819,2.28E-03,4.420031,4.90E-02,0.002282564
1369,2.152457,5.242484,2.21E-03,4.491791,5.10E-02,0.002205387
1371,2.165193,5.293265,2.16E-03,4.49809,5.18E-02,0.00215986
1373,2.146223,5.470303,2.14E-03,4.492166,5.23E-02,0.002144444
1375,2.146927,5.578596,2.13E-03,4.492289,5.27E-02,0.002131294
1377,2.149482,5.61808,2.03E-03,4.489432,5.34E-02,0.002025943
1379,2.146545,5.651269,2.01E-03,4.492386,5.38E-02,0.00201044
1381,2.157678,5.685832,2.11E-03,4.509171,5.44E-02,0.00211006
1383,2.169706,5.720394,2.21E-03,4.526392,5.44E-02,0.002209679
1385,2.178528,5.754257,2.26E-03,4.555581,0.0540995,0.002258934
1387,2.187606,5.727572,2.15E-03,4.56022,5.34E-02,0.002150126
1389,2.196915,5.6778,2.13E-03,4.564928,5.30E-02,0.002128744
1391,2.207458,5.639079,2.11E-03,4.569632,5.25E-02,0.002107362
1393,2.218012,5.588982,2.05E-03,4.543639,5.13E-02,0.002045019
1395,2.224086,5.519506,2.00E-03,4.536814,5.07E-02,0.002003956
1397,2.285757,5.50452,1.99E-03,4.552071,5.04E-02,0.001991441
1399,2.346376,5.504766,1.99E-03,4.574998,5.01E-02,0.001990001
1401,2.403883,5.505592,1.99E-03,4.604632,4.99E-02,0.001988561
1403,2.441048,5.577281,1.99E-03,4.618588,4.97E-02,0.00198712
1405,2.480313,5.630152,2.00E-03,4.636036,5.03E-02,0.00199851
1407,2.513594,5.623334,2.02E-03,4.658317,5.09E-02,0.002018456
1409,2.513141,5.57337,2.02E-03,4.643009,5.16E-02,0.002015514
1411,2.518296,5.552167,2.01E-03,4.640063,5.21E-02,0.002012573
1413,2.523415,5.82784,2.01E-03,4.652584,5.27E-02,0.002009632
1415,2.529073,5.837637,2.01E-03,4.602308,5.28E-02,0.00200669
1417,2.534128,5.590904,2.00E-03,4.552015,5.35E-02,0.002001117
1419,2.535226,5.505189,2.00E-03,4.546586,5.49E-02,0.001995544
1421,2.539552,5.502095,1.99E-03,4.546823,5.49E-02,0.001989971
1423,2.539104,5.535766,1.98E-03,4.38938,5.50E-02,0.001984399
1425,2.541446,5.596335,3.41E-03,4.342634,5.51E-02,0.003405116
1427,2.544962,5.611618,3.41E-03,4.385957,5.52E-02,0.003405116
1429,2.549232,5.627989,3.41E-03,4.386467,5.54E-02,0.003405116
1431,2.553082,5.645362,3.41E-03,4.386975,5.56E-02,0.003405116
1433,2.556908,5.644553,3.41E-03,4.387507,5.59E-02,0.003405116
1435,2.559507,5.612887,3.41E-03,4.387946,5.62E-02,0.003405116
1437,2.561071,5.570729,3.41E-03,4.385629,5.66E-02,0.003405116
1439,2.561277,5.673272,3.41E-03,4.212507,0.049125,0.003405116
1441,2.555384,5.691799,3.41E-03,4.090117,4.91E-02,0.003405116
1443,2.54713,5.720601,3.41E-03,4.076488,5.75E-02,0.003405116
1445,2.53686,5.745597,3.41E-03,4.07189,5.58E-02,0.003405116
1447,2.529596,5.777688,3.33E-03,4.069668,5.28E-02,0.003333552
1449,2.536635,5.8277,3.33E-03,4.117917,5.65E-02,0.003333552
1451,2.550975,5.91379,7.79E-03,4.241387,5.55E-02,0.007788977
1453,2.565265,5.973381,7.86E-03,4.257014,5.46E-02,0.007862294
1455,2.579519,5.9822,7.13E-03,4.257837,6.11E-02,0.007128332
1457,2.593871,5.990932,6.13E-03,4.265828,6.17E-02,0.006127578
1459,2.620162,5.989497,5.70E-03,4.273399,0.0628637,0.005701069
1461,2.657108,5.975405,5.28E-03,4.286735,6.36E-02,0.005277584
1463,2.660041,5.974899,4.85E-03,4.305328,6.46E-02,0.004850049
1465,2.651156,5.956967,4.13E-03,4.321734,7.37E-02,0.004133383
1467,2.651353,5.889348,3.63E-03,4.262118,7.56E-02,0.003625256
1469,2.655622,5.755739,3.52E-03,4.249672,7.51E-02,0.003524757
1471,2.660176,5.621699,3.53E-03,4.216879,7.46E-02,0.003531996
1473,2.664191,5.430313,3.58E-03,4.175614,7.85E-02,0.003579958
1475,2.667191,5.179855,3.62E-03,4.173513,7.95E-02,0.003623708
1477,2.680001,4.987466,3.66E-03,4.178892,8.12E-02,0.003663835
1479,2.703454,4.995529,3.73E-03,4.173002,0.0818959,0.003729346
1481,2.706117,5.002027,3.82E-03,4.184522,8.39E-02,0.003824664
1483,2.690898,4.88534,4.29E-03,4.165309,8.19E-02,0.004292214
1485,2.674367,4.78293,5.92E-03,4.148604,7.48E-02,0.005924252
1487,2.659995,4.771851,1.11E-02,4.184177,6.91E-02,0.01111271
1489,2.548625,4.764716,1.09E-02,4.052581,6.27E-02,0.01092191
1491,2.452952,4.768055,1.12E-02,4.021364,6.23E-02,0.01117514
1493,2.405951,4.812959,1.14E-02,4.016274,6.18E-02,0.01142836
1495,2.362016,4.857109,1.17E-02,4.008114,0.061368,0.01168159
1497,2.309077,4.858674,0.0119252,4.005727,6.19E-02,0.0119252
1499,2.256906,4.860077,1.22E-02,3.974398,6.22E-02,0.01222316
1501,1.898168,4.855875,9.95E-03,4.003773,5.93E-02,0.009949679
1503,1.839243,4.85396,9.87E-03,4.005047,5.72E-02,0.009866642
1505,1.780496,4.84918,9.78E-03,4.010107,5.75E-02,0.009783605
1507,1.721126,4.847265,9.70E-03,4.013609,5.78E-02,0.009700567
1509,1.661934,4.845351,9.62E-03,4.019125,5.82E-02,0.009617531
1511,1.603037,4.84272,9.53E-03,4.036117,5.84E-02,0.009534493
1513,1.582396,4.812036,9.45E-03,3.966822,5.84E-02,0.009451456
1515,1.56169,4.782636,9.37E-03,3.960277,5.69E-02,0.009365536
1517,1.542255,4.731136,8.44E-03,3.950888,5.56E-02,0.008436363
1519,1.52282,4.673626,7.40E-03,3.941499,5.43E-02,0.007399175
1521,1.493797,4.625273,6.86E-03,3.927961,5.30E-02,0.006856453
1523,1.46921,4.544078,4.03E-03,3.878612,5.29E-02,0.004027308
1525,1.457209,4.535917,4.22E-03,4.145221,5.31E-02,0.004223054
1527,1.468314,4.547509,4.69E-03,4.166949,5.41E-02,0.004688102
1529,1.460318,4.550581,4.96E-03,4.172596,5.40E-02,0.004958059
1531,1.456384,4.547682,5.19E-03,4.178819,5.46E-02,0.005186476
1533,1.453141,4.557493,5.42E-03,4.19254,6.77E-02,0.005421371
1535,1.470065,4.599864,5.89E-03,4.206469,6.90E-02,0.005886635
1537,1.466557,4.675574,6.24E-03,4.244827,7.29E-02,0.006236266
1539,1.483693,4.784929,6.97E-03,4.285396,7.75E-02,0.006965179
1541,1.479897,4.829092,6.88E-03,4.296721,7.75E-02,0.006884895
1543,1.48098,4.861811,7.26E-03,4.233887,6.64E-02,0.007261665
1545,1.482878,4.886441,7.64E-03,4.188194,6.51E-02,0.007638435
1547,1.485916,4.923981,7.54E-03,4.151076,6.35E-02,0.007543468
1549,1.490765,4.969821,6.35E-03,4.16326,6.24E-02,0.006350233
1551,1.488663,5.042825,5.44E-03,4.19761,6.14E-02,0.005440706
1553,1.487341,5.091141,4.81E-03,4.207784,6.03E-02,0.004814889
1555,1.600613,5.043426,4.23E-03,4.244907,5.87E-02,0.004234678
1557,1.627693,4.969821,3.85E-03,4.214203,5.63E-02,0.003850352
1559,1.659323,4.900036,3.66E-03,4.150667,5.38E-02,0.00366191
1561,1.675045,4.628173,2.23E-03,3.969573,4.54E-02,0.002232383
1563,1.708846,4.6686,1.43E-03,3.961648,4.28E-02,0.00143458
1565,1.746426,4.505325,8.81E-04,3.965504,4.32E-02,0.000880866
1567,1.797244,4.533463,8.41E-04,4.04168,0.0472862,0.000840858
1569,1.799661,4.537467,8.24E-04,3.980353,3.50E-02,0.000824364
1571,1.79508,4.553538,1.02E-03,3.859076,3.01E-02,0.001015381
1573,1.800154,4.686104,3.65E-03,3.866678,2.98E-02,0.003648615
1575,1.805617,4.896114,5.93E-03,4.086683,2.89E-02,0.005934812
1577,1.794671,4.977726,5.93E-03,4.104291,2.85E-02,0.005925256
1579,1.798932,4.895924,5.93E-03,4.13011,2.80E-02,0.005931665
1581,1.802304,4.899114,5.94E-03,4.157287,2.75E-02,0.005938074
1583,1.801227,4.913243,5.92E-03,4.165105,2.71E-02,0.005918588
1585,1.800312,4.926297,5.87E-03,4.258496,2.80E-02,0.00587321
1587,1.79892,4.941815,5.83E-03,4.294123,3.11E-02,0.005827831
1589,1.800984,4.998464,5.78E-03,4.263128,3.33E-02,0.005782452
1591,1.80189,5.213672,5.74E-03,4.419172,3.55E-02,0.005737073
1593,1.798658,5.226332,5.69E-03,4.35286,0.0361595,0.005685965
